dish_id,calories,weight,protein,fat,carbs,img_path
dish_1562687554,409.334595,281.0,23.747805,42.104256,9.005127,imagery/realsense_overhead/dish_1562687554/rgb.png
dish_1561145732,19.698,67.0,0.067,5.025,0.402,imagery/realsense_overhead/dish_1561145732/rgb.png
dish_1560539314,165.738342,158.0,18.348402,6.327587,20.611412,imagery/realsense_overhead/dish_1560539314/rgb.png
dish_1558639221,24.5,98.0,0.294,4.9,1.764,imagery/realsense_overhead/dish_1558639221/rgb.png
dish_1559172356,313.103912,176.0,15.885429,6.928988,32.684391,imagery/realsense_overhead/dish_1559172356/rgb.png
dish_1558110385,52.869999,34.0,3.57,0.408,4.25,imagery/realsense_overhead/dish_1558110385/rgb.png
dish_1562959344,5.54,44.0,0.019,1.146,0.383,imagery/realsense_overhead/dish_1562959344/rgb.png
dish_1563811639,217.139999,198.0,14.717999,7.392,13.662,imagery/realsense_overhead/dish_1563811639/rgb.png
dish_1562860723,87.909996,160.0,0.386,21.93,1.026,imagery/realsense_overhead/dish_1562860723/rgb.png
dish_1559232986,189.349991,35.0,14.7,0.49,12.95,imagery/realsense_overhead/dish_1559232986/rgb.png
dish_1561737176,403.182007,117.0,31.941,4.914,22.581001,imagery/realsense_overhead/dish_1561737176/rgb.png
dish_1567537280,733.018555,404.0,34.708237,51.064735,51.275162,imagery/realsense_overhead/dish_1567537280/rgb.png
dish_1561578188,57.990978,201.0,1.453176,10.810784,2.82298,imagery/realsense_overhead/dish_1561578188/rgb.png
dish_1562180089,851.298767,437.0,57.796677,19.00104,60.67337,imagery/realsense_overhead/dish_1562180089/rgb.png
dish_1567022251,111.910004,254.0,4.126,18.481001,2.959,imagery/realsense_overhead/dish_1567022251/rgb.png
dish_1566850031,616.771973,662.0,19.197001,25.780001,84.644997,imagery/realsense_overhead/dish_1566850031/rgb.png
dish_1566933401,27.052683,79.0,2.080976,1.69561,1.156098,imagery/realsense_overhead/dish_1566933401/rgb.png
dish_1560357832,181.351425,82.0,10.603177,17.474182,4.632458,imagery/realsense_overhead/dish_1560357832/rgb.png
dish_1562875870,256.946411,233.0,17.797087,26.566978,21.725405,imagery/realsense_overhead/dish_1562875870/rgb.png
dish_1562690886,20.611706,37.0,1.046829,2.526829,0.866341,imagery/realsense_overhead/dish_1562690886/rgb.png
dish_1563302345,265.855438,215.0,7.567317,5.092874,43.001171,imagery/realsense_overhead/dish_1563302345/rgb.png
dish_1566923060,515.820007,248.0,34.609001,33.981998,18.783001,imagery/realsense_overhead/dish_1566923060/rgb.png
dish_1558462036,2.99,13.0,0.052,0.468,0.377,imagery/realsense_overhead/dish_1558462036/rgb.png
dish_1558637247,117.770996,111.0,2.664,24.42,3.441,imagery/realsense_overhead/dish_1558637247/rgb.png
dish_1558028142,21.900002,73.0,0.073,5.548,0.438,imagery/realsense_overhead/dish_1558028142/rgb.png
dish_1563565323,229.530243,152.0,10.840512,21.651379,14.405099,imagery/realsense_overhead/dish_1563565323/rgb.png
dish_1558379639,385.952026,112.0,30.576,4.704,21.616001,imagery/realsense_overhead/dish_1558379639/rgb.png
dish_1559932674,58.279999,124.0,0.124,14.88,1.116,imagery/realsense_overhead/dish_1559932674/rgb.png
dish_1559245801,60.989998,107.0,0.321,14.98,0.749,imagery/realsense_overhead/dish_1559245801/rgb.png
dish_1562873814,106.580215,134.0,8.689231,6.799564,2.057024,imagery/realsense_overhead/dish_1562873814/rgb.png
dish_1566931620,494.579987,461.0,26.081001,22.006001,48.034,imagery/realsense_overhead/dish_1566931620/rgb.png
dish_1567785223,487.712494,261.0,35.621967,13.794291,27.389,imagery/realsense_overhead/dish_1567785223/rgb.png
dish_1561739188,97.089996,143.0,0.183,23.299999,1.247,imagery/realsense_overhead/dish_1561739188/rgb.png
dish_1564687046,374.793854,308.0,29.070162,20.45834,33.685577,imagery/realsense_overhead/dish_1564687046/rgb.png
dish_1562873187,64.216751,255.0,2.404025,9.26375,4.02645,imagery/realsense_overhead/dish_1562873187/rgb.png
dish_1561491180,236.347488,217.0,18.691792,20.364334,21.251337,imagery/realsense_overhead/dish_1561491180/rgb.png
dish_1558725702,50.310001,117.0,0.351,10.530001,3.978,imagery/realsense_overhead/dish_1558725702/rgb.png
dish_1562789240,361.555603,154.0,18.029551,21.636833,26.509659,imagery/realsense_overhead/dish_1562789240/rgb.png
dish_1559590031,402.746216,269.0,19.749413,42.538006,15.597241,imagery/realsense_overhead/dish_1559590031/rgb.png
dish_1563389693,500.218018,383.0,29.284,14.824001,45.544998,imagery/realsense_overhead/dish_1563389693/rgb.png
dish_1563208412,62.400002,39.0,3.9,1.17,5.46,imagery/realsense_overhead/dish_1563208412/rgb.png
dish_1566416388,259.869873,315.0,12.182321,34.873814,5.198692,imagery/realsense_overhead/dish_1566416388/rgb.png
dish_1565728388,124.973,47.0,4.418,15.745001,5.264,imagery/realsense_overhead/dish_1565728388/rgb.png
dish_1562963059,369.527283,389.0,33.521896,25.158859,34.327641,imagery/realsense_overhead/dish_1562963059/rgb.png
dish_1560543729,219.529907,213.0,7.758307,20.830944,16.744329,imagery/realsense_overhead/dish_1560543729/rgb.png
dish_1564588567,450.666016,312.0,30.105001,5.274,35.943001,imagery/realsense_overhead/dish_1564588567/rgb.png
dish_1558381665,17.85,51.0,0.204,3.57,1.224,imagery/realsense_overhead/dish_1558381665/rgb.png
dish_1560455343,53.941677,41.0,4.908589,2.205773,1.081126,imagery/realsense_overhead/dish_1560455343/rgb.png
dish_1565203015,663.939575,397.0,19.142382,8.94381,107.055565,imagery/realsense_overhead/dish_1565203015/rgb.png
dish_1560455380,60.97168,78.0,4.982589,3.574773,1.747126,imagery/realsense_overhead/dish_1560455380/rgb.png
dish_1565721855,479.034454,450.0,15.635769,23.092735,59.862839,imagery/realsense_overhead/dish_1565721855/rgb.png
dish_1567020394,176.15863,265.0,12.666015,16.685022,13.626102,imagery/realsense_overhead/dish_1567020394/rgb.png
dish_1558723671,38.130001,93.0,0.186,9.3,0.837,imagery/realsense_overhead/dish_1558723671/rgb.png
dish_1563897395,135.913651,233.0,2.611512,26.800489,2.887805,imagery/realsense_overhead/dish_1563897395/rgb.png
dish_1558379324,16.32,48.0,0.096,3.84,0.384,imagery/realsense_overhead/dish_1558379324/rgb.png
dish_1558458584,351.181,142.0,25.455,25.941,12.369,imagery/realsense_overhead/dish_1558458584/rgb.png
dish_1567024187,334.945831,235.0,12.615192,38.525391,16.733999,imagery/realsense_overhead/dish_1567024187/rgb.png
dish_1558639012,257.436005,490.0,2.237,63.264,4.685,imagery/realsense_overhead/dish_1558639012/rgb.png
dish_1565382733,287.639984,102.0,12.24,32.639999,12.24,imagery/realsense_overhead/dish_1565382733/rgb.png
dish_1561575347,554.760071,327.0,27.43395,37.903404,36.771889,imagery/realsense_overhead/dish_1561575347/rgb.png
dish_1563564707,143.991699,150.0,4.091075,24.55752,6.571747,imagery/realsense_overhead/dish_1563564707/rgb.png
dish_1562790775,75.686295,40.0,7.803151,1.519515,0.394182,imagery/realsense_overhead/dish_1562790775/rgb.png
dish_1565811139,902.200012,416.0,62.632004,9.06,74.731003,imagery/realsense_overhead/dish_1565811139/rgb.png
dish_1567023375,248.566406,268.0,19.267872,8.701454,15.367283,imagery/realsense_overhead/dish_1567023375/rgb.png
dish_1558721533,18.700001,55.0,0.11,4.4,0.44,imagery/realsense_overhead/dish_1558721533/rgb.png
dish_1562874049,412.144989,155.0,14.57,51.925003,17.360001,imagery/realsense_overhead/dish_1562874049/rgb.png
dish_1558638954,89.010002,129.0,0.258,23.220001,0.903,imagery/realsense_overhead/dish_1558638954/rgb.png
dish_1558641164,80.079994,154.0,0.308,21.559999,0.462,imagery/realsense_overhead/dish_1558641164/rgb.png
dish_1562611824,192.566193,109.0,11.998874,16.74655,5.932549,imagery/realsense_overhead/dish_1562611824/rgb.png
dish_1558461607,87.629997,127.0,0.254,22.860001,0.889,imagery/realsense_overhead/dish_1558461607/rgb.png
dish_1560366389,46.909065,38.0,4.457482,1.529994,0.911943,imagery/realsense_overhead/dish_1560366389/rgb.png
dish_1561392632,500.114899,352.0,35.600468,19.517466,26.380598,imagery/realsense_overhead/dish_1561392632/rgb.png
dish_1566499686,674.706787,388.0,37.685776,35.915737,48.447742,imagery/realsense_overhead/dish_1566499686/rgb.png
dish_1559157454,34.564575,28.0,3.284461,1.127364,0.671958,imagery/realsense_overhead/dish_1559157454/rgb.png
dish_1563563348,362.641998,294.0,22.785002,12.092001,29.322998,imagery/realsense_overhead/dish_1563563348/rgb.png
dish_1560526514,183.252747,224.0,8.398129,26.031246,3.418025,imagery/realsense_overhead/dish_1560526514/rgb.png
dish_1558629818,156.087006,27.0,13.365,6.129,6.048,imagery/realsense_overhead/dish_1558629818/rgb.png
dish_1568320296,226.014999,85.0,7.99,28.475,9.52,imagery/realsense_overhead/dish_1568320296/rgb.png
dish_1558116399,7.0,25.0,0.1,1.325,0.55,imagery/realsense_overhead/dish_1558116399/rgb.png
dish_1562875211,282.240021,147.0,10.535001,34.446999,12.348,imagery/realsense_overhead/dish_1562875211/rgb.png
dish_1561492519,271.320007,206.0,2.954,52.377998,11.528,imagery/realsense_overhead/dish_1561492519/rgb.png
dish_1563304333,451.235687,308.0,16.554087,26.73476,47.086288,imagery/realsense_overhead/dish_1563304333/rgb.png
dish_1558723719,231.240005,40.0,19.799999,9.08,8.96,imagery/realsense_overhead/dish_1558723719/rgb.png
dish_1560798744,357.152008,220.0,14.164,39.889,19.320002,imagery/realsense_overhead/dish_1560798744/rgb.png
dish_1558113304,247.070999,175.0,15.633,23.957001,8.042,imagery/realsense_overhead/dish_1558113304/rgb.png
dish_1563308428,406.307678,329.0,20.298132,28.675205,26.585045,imagery/realsense_overhead/dish_1563308428/rgb.png
dish_1558630932,292.643982,265.0,17.381001,32.048,9.644,imagery/realsense_overhead/dish_1558630932/rgb.png
dish_1560368019,436.965942,301.0,21.659855,49.96254,26.125687,imagery/realsense_overhead/dish_1560368019/rgb.png
dish_1563911255,293.192169,235.0,12.387642,24.054247,21.95612,imagery/realsense_overhead/dish_1563911255/rgb.png
dish_1563813833,256.865997,207.0,14.235001,3.234,25.443001,imagery/realsense_overhead/dish_1563813833/rgb.png
dish_1562775373,329.080017,148.0,24.959999,2.312,22.360001,imagery/realsense_overhead/dish_1562775373/rgb.png
dish_1559242221,659.033997,114.0,56.43,25.878,25.536001,imagery/realsense_overhead/dish_1559242221/rgb.png
dish_1566332193,527.450012,504.0,29.494001,18.466,51.841,imagery/realsense_overhead/dish_1566332193/rgb.png
dish_1563295292,119.019997,22.0,9.24,0.308,8.14,imagery/realsense_overhead/dish_1563295292/rgb.png
dish_1567106794,102.338257,48.0,10.138825,1.695728,2.020698,imagery/realsense_overhead/dish_1567106794/rgb.png
dish_1562691566,100.613655,187.0,2.766634,6.886634,11.730732,imagery/realsense_overhead/dish_1562691566/rgb.png
dish_1562703382,203.869995,145.0,5.887001,31.320002,6.989,imagery/realsense_overhead/dish_1562703382/rgb.png
dish_1563909507,117.925575,151.0,9.166178,8.186116,2.891765,imagery/realsense_overhead/dish_1563909507/rgb.png
dish_1564589025,48.810734,51.0,1.243902,8.956099,0.497561,imagery/realsense_overhead/dish_1564589025/rgb.png
dish_1558458847,74.360001,143.0,0.286,20.02,0.429,imagery/realsense_overhead/dish_1558458847/rgb.png
dish_1558632130,33.66,99.0,0.198,7.92,0.792,imagery/realsense_overhead/dish_1558632130/rgb.png
dish_1562787783,114.013741,76.0,6.586968,12.592723,2.312764,imagery/realsense_overhead/dish_1562787783/rgb.png
dish_1567022383,527.088013,508.0,17.344999,21.214001,70.595001,imagery/realsense_overhead/dish_1567022383/rgb.png
dish_1566587143,354.399445,234.0,20.705935,16.010584,28.907421,imagery/realsense_overhead/dish_1566587143/rgb.png
dish_1563822636,237.019379,258.0,13.74615,10.662965,19.792339,imagery/realsense_overhead/dish_1563822636/rgb.png
dish_1560442450,87.761002,149.0,0.596,5.364,14.900001,imagery/realsense_overhead/dish_1560442450/rgb.png
dish_1566923004,158.820007,153.0,9.309,10.313999,8.745001,imagery/realsense_overhead/dish_1566923004/rgb.png
dish_1558115512,434.196014,126.0,34.397999,5.292,24.318001,imagery/realsense_overhead/dish_1558115512/rgb.png
dish_1564588533,236.06601,167.0,14.155001,2.954,21.443001,imagery/realsense_overhead/dish_1564588533/rgb.png
dish_1558544427,160.164993,103.0,10.815,1.236,12.875,imagery/realsense_overhead/dish_1558544427/rgb.png
dish_1561749664,288.197937,162.0,14.621815,6.377819,30.084497,imagery/realsense_overhead/dish_1561749664/rgb.png
dish_1565811000,342.850006,225.0,7.46,0.72,64.129997,imagery/realsense_overhead/dish_1565811000/rgb.png
dish_1565897617,356.831787,211.0,22.75914,9.717452,29.763849,imagery/realsense_overhead/dish_1565897617/rgb.png
dish_1561665671,158.389008,89.0,5.056,23.98,5.919,imagery/realsense_overhead/dish_1561665671/rgb.png
dish_1558113204,179.210999,31.0,15.345,7.037,6.944,imagery/realsense_overhead/dish_1558113204/rgb.png
dish_1560356523,497.719971,92.0,38.639999,1.288,34.040001,imagery/realsense_overhead/dish_1560356523/rgb.png
dish_1561393764,280.799988,182.0,20.096001,5.524,19.066,imagery/realsense_overhead/dish_1561393764/rgb.png
dish_1559332487,19.110001,98.0,0.441,3.822,0.833,imagery/realsense_overhead/dish_1559332487/rgb.png
dish_1558628888,111.959999,72.0,7.56,0.864,9.0,imagery/realsense_overhead/dish_1558628888/rgb.png
dish_1561749016,280.118103,272.0,15.774299,17.086405,17.900995,imagery/realsense_overhead/dish_1561749016/rgb.png
dish_1564601569,208.098145,291.0,7.830707,31.273438,6.68656,imagery/realsense_overhead/dish_1564601569/rgb.png
dish_1568044581,386.223419,696.0,3.966878,32.404121,48.129951,imagery/realsense_overhead/dish_1568044581/rgb.png
dish_1560787781,108.628998,97.0,3.181,17.164,3.481,imagery/realsense_overhead/dish_1560787781/rgb.png
dish_1563205982,316.239502,469.0,4.363,54.792,16.148998,imagery/realsense_overhead/dish_1563205982/rgb.png
dish_1558723818,113.527,107.0,2.568,23.539999,3.317,imagery/realsense_overhead/dish_1558723818/rgb.png
dish_1561480414,125.161995,129.0,4.835,16.316,5.447,imagery/realsense_overhead/dish_1561480414/rgb.png
dish_1565032714,315.591034,330.0,23.180414,24.396652,5.192313,imagery/realsense_overhead/dish_1565032714/rgb.png
dish_1561049435,338.179993,257.0,22.427,13.217999,20.822001,imagery/realsense_overhead/dish_1561049435/rgb.png
dish_1561407208,44.347641,29.0,0.939882,0.892834,7.578107,imagery/realsense_overhead/dish_1561407208/rgb.png
dish_1559062051,56.239998,74.0,0.0,13.320001,0.74,imagery/realsense_overhead/dish_1559062051/rgb.png
dish_1562169762,262.330139,210.0,18.239729,6.993764,17.674047,imagery/realsense_overhead/dish_1562169762/rgb.png
dish_1563826223,301.086548,139.0,19.621857,5.146894,26.589127,imagery/realsense_overhead/dish_1563826223/rgb.png
dish_1558031019,206.442001,197.0,6.553999,30.423998,7.313,imagery/realsense_overhead/dish_1558031019/rgb.png
dish_1564589308,227.009995,161.0,10.948001,28.980001,3.381,imagery/realsense_overhead/dish_1564589308/rgb.png
dish_1558379391,604.062073,223.0,45.939999,28.863998,26.037001,imagery/realsense_overhead/dish_1558379391/rgb.png
dish_1565035802,69.200005,250.0,0.571,14.785,3.714,imagery/realsense_overhead/dish_1565035802/rgb.png
dish_1561752035,454.936401,374.0,19.571791,26.458132,41.192177,imagery/realsense_overhead/dish_1561752035/rgb.png
dish_1560444592,244.421005,175.0,12.662,19.757999,12.376,imagery/realsense_overhead/dish_1560444592/rgb.png
dish_1562958775,227.182785,251.0,11.121791,29.460529,3.690952,imagery/realsense_overhead/dish_1562958775/rgb.png
dish_1565813446,202.676971,230.0,15.872236,5.9888,14.168726,imagery/realsense_overhead/dish_1565813446/rgb.png
dish_1558468494,15.785,77.0,0.231,2.618,0.693,imagery/realsense_overhead/dish_1558468494/rgb.png
dish_1561567053,26.1,87.0,0.174,6.612,0.522,imagery/realsense_overhead/dish_1561567053/rgb.png
dish_1567525712,510.544769,184.0,40.46138,32.97702,6.916218,imagery/realsense_overhead/dish_1567525712/rgb.png
dish_1558717604,73.839996,142.0,0.284,19.879999,0.426,imagery/realsense_overhead/dish_1558717604/rgb.png
dish_1562168696,95.114838,141.0,2.474677,18.134903,1.705,imagery/realsense_overhead/dish_1562168696/rgb.png
dish_1561576483,209.595428,371.0,8.536117,17.269756,18.4142,imagery/realsense_overhead/dish_1561576483/rgb.png
dish_1561060503,145.30899,138.0,3.984,22.781,5.407,imagery/realsense_overhead/dish_1561060503/rgb.png
dish_1558721980,26.860001,79.0,0.158,6.32,0.632,imagery/realsense_overhead/dish_1558721980/rgb.png
dish_1563897369,117.013657,179.0,2.395512,23.020489,1.591805,imagery/realsense_overhead/dish_1563897369/rgb.png
dish_1561049409,317.779999,197.0,22.307001,8.418,20.341999,imagery/realsense_overhead/dish_1561049409/rgb.png
dish_1558460908,151.999985,302.0,0.62,39.632,1.834,imagery/realsense_overhead/dish_1558460908/rgb.png
dish_1559593646,55.385956,37.0,4.106483,4.05874,1.123272,imagery/realsense_overhead/dish_1559593646/rgb.png
dish_1558640267,63.48,92.0,0.184,16.560001,0.644,imagery/realsense_overhead/dish_1558640267/rgb.png
dish_1562688382,113.599998,71.0,7.1,2.13,9.94,imagery/realsense_overhead/dish_1562688382/rgb.png
dish_1562774475,320.963989,128.0,22.848999,13.518001,14.556001,imagery/realsense_overhead/dish_1562774475/rgb.png
dish_1561739576,63.84,84.0,0.0,15.120001,0.84,imagery/realsense_overhead/dish_1561739576/rgb.png
dish_1562603842,594.2453,237.0,38.460644,60.725197,6.708,imagery/realsense_overhead/dish_1562603842/rgb.png
dish_1563908996,269.916046,293.0,10.461833,15.449356,29.324974,imagery/realsense_overhead/dish_1563908996/rgb.png
dish_1565035830,340.127991,414.0,6.475,14.785001,54.717999,imagery/realsense_overhead/dish_1565035830/rgb.png
dish_1563305722,434.658997,405.0,12.195141,9.579062,69.960106,imagery/realsense_overhead/dish_1563305722/rgb.png
dish_1558642490,61.950001,187.0,0.466,14.1,2.511,imagery/realsense_overhead/dish_1558642490/rgb.png
dish_1558724689,19.75,79.0,0.237,3.95,1.422,imagery/realsense_overhead/dish_1558724689/rgb.png
dish_1560441288,165.200012,72.0,10.983,5.668,10.455,imagery/realsense_overhead/dish_1560441288/rgb.png
dish_1559243974,431.21994,306.0,25.580051,47.433929,12.482895,imagery/realsense_overhead/dish_1559243974/rgb.png
dish_1567789154,382.506012,111.0,30.302999,4.662,21.423,imagery/realsense_overhead/dish_1567789154/rgb.png
dish_1565898590,212.704514,257.0,9.768724,16.11227,16.043444,imagery/realsense_overhead/dish_1565898590/rgb.png
dish_1558718974,422.013,73.0,36.135002,16.570999,16.352001,imagery/realsense_overhead/dish_1558718974/rgb.png
dish_1566590566,186.959702,142.0,8.816879,8.613251,17.35244,imagery/realsense_overhead/dish_1566590566/rgb.png
dish_1565207662,145.937561,128.0,11.480614,12.175006,14.462402,imagery/realsense_overhead/dish_1565207662/rgb.png
dish_1563897794,57.57,101.0,0.303,14.14,0.707,imagery/realsense_overhead/dish_1563897794/rgb.png
dish_1558030724,18.300001,61.0,0.061,4.636,0.366,imagery/realsense_overhead/dish_1558030724/rgb.png
dish_1563294575,485.90564,562.0,17.121397,72.021111,15.064019,imagery/realsense_overhead/dish_1563294575/rgb.png
dish_1565207631,64.405495,54.0,1.999056,8.169447,3.30245,imagery/realsense_overhead/dish_1565207631/rgb.png
dish_1562688552,235.820007,304.0,8.75,30.278002,11.736,imagery/realsense_overhead/dish_1562688552/rgb.png
dish_1559675146,19.07,45.0,0.121,4.19,1.18,imagery/realsense_overhead/dish_1559675146/rgb.png
dish_1564690085,170.615997,143.0,5.857383,22.279419,9.364126,imagery/realsense_overhead/dish_1564690085/rgb.png
dish_1559668016,469.059998,279.0,25.525999,41.743,18.7264,imagery/realsense_overhead/dish_1559668016/rgb.png
dish_1558640190,19.719999,58.0,0.116,4.64,0.464,imagery/realsense_overhead/dish_1558640190/rgb.png
dish_1565640195,21.6,54.0,0.108,4.86,1.08,imagery/realsense_overhead/dish_1565640195/rgb.png
dish_1561405356,206.645203,176.0,4.198396,7.496847,33.413628,imagery/realsense_overhead/dish_1561405356/rgb.png
dish_1566590987,639.911865,370.0,25.690851,8.976191,86.361153,imagery/realsense_overhead/dish_1566590987/rgb.png
dish_1560356355,301.606934,148.0,15.277617,28.402531,12.777824,imagery/realsense_overhead/dish_1560356355/rgb.png
dish_1568665052,345.654053,331.0,16.161036,17.310337,33.34906,imagery/realsense_overhead/dish_1568665052/rgb.png
dish_1557937079,146.069992,27.0,11.339999,0.378,9.99,imagery/realsense_overhead/dish_1557937079/rgb.png
dish_1562959295,3.04,19.0,0.019,0.646,0.133,imagery/realsense_overhead/dish_1562959295/rgb.png
dish_1561406789,184.905411,164.0,0.801091,39.572407,3.793967,imagery/realsense_overhead/dish_1561406789/rgb.png
dish_1562960472,139.970001,166.0,6.729,16.591,4.553,imagery/realsense_overhead/dish_1562960472/rgb.png
dish_1563308386,155.805481,214.0,6.034588,24.200394,2.87349,imagery/realsense_overhead/dish_1563308386/rgb.png
dish_1562687274,161.021606,141.0,12.139805,13.517261,1.161127,imagery/realsense_overhead/dish_1562687274/rgb.png
dish_1561665378,74.269997,70.0,1.68,15.4,2.17,imagery/realsense_overhead/dish_1561665378/rgb.png
dish_1562168648,41.594833,32.0,2.229677,4.924903,1.024,imagery/realsense_overhead/dish_1562168648/rgb.png
dish_1559925174,88.349998,155.0,0.465,21.700001,1.085,imagery/realsense_overhead/dish_1559925174/rgb.png
dish_1558376734,206.76001,60.0,16.380001,2.52,11.58,imagery/realsense_overhead/dish_1558376734/rgb.png
dish_1568664972,303.422241,221.0,14.751798,11.029653,31.216145,imagery/realsense_overhead/dish_1568664972/rgb.png
dish_1567019993,28.083149,55.0,0.703702,4.87714,1.841452,imagery/realsense_overhead/dish_1567019993/rgb.png
dish_1565811335,121.479324,219.0,3.380213,19.854195,5.656456,imagery/realsense_overhead/dish_1565811335/rgb.png
dish_1563476267,237.710983,51.0,14.688,25.398001,3.162,imagery/realsense_overhead/dish_1563476267/rgb.png
dish_1563824377,454.046021,338.0,28.374001,12.238,38.936001,imagery/realsense_overhead/dish_1563824377/rgb.png
dish_1558115764,151.479996,28.0,11.759999,0.392,10.360001,imagery/realsense_overhead/dish_1558115764/rgb.png
dish_1564427406,305.370026,135.0,20.115,0.135,30.51,imagery/realsense_overhead/dish_1564427406/rgb.png
dish_1567110631,252.613922,260.0,14.578888,27.507641,6.725035,imagery/realsense_overhead/dish_1567110631/rgb.png
dish_1564685360,304.052368,129.0,20.049007,4.989798,25.973656,imagery/realsense_overhead/dish_1564685360/rgb.png
dish_1568666000,209.934982,197.0,7.829318,25.612118,10.612808,imagery/realsense_overhead/dish_1568666000/rgb.png
dish_1562687299,180.821609,196.0,12.194806,18.46726,1.436127,imagery/realsense_overhead/dish_1562687299/rgb.png
dish_1561665422,571.39386,385.0,15.953769,24.421902,80.548927,imagery/realsense_overhead/dish_1561665422/rgb.png
dish_1565798591,148.115723,224.0,7.408836,6.33827,13.454783,imagery/realsense_overhead/dish_1565798591/rgb.png
dish_1563302315,13.86,63.0,0.189,2.079,1.953,imagery/realsense_overhead/dish_1563302315/rgb.png
dish_1563220802,308.59436,252.0,15.236608,13.352823,29.468918,imagery/realsense_overhead/dish_1563220802/rgb.png
dish_1566414225,125.182129,88.0,4.186408,17.941746,3.759223,imagery/realsense_overhead/dish_1566414225/rgb.png
dish_1560442303,444.769989,297.0,25.354,30.082001,24.217001,imagery/realsense_overhead/dish_1560442303/rgb.png
dish_1562691613,213.670166,300.0,2.879634,33.667633,13.199732,imagery/realsense_overhead/dish_1562691613/rgb.png
dish_1562872662,133.21582,122.0,15.02996,5.005394,15.617198,imagery/realsense_overhead/dish_1562872662/rgb.png
dish_1563563264,322.001984,163.0,22.523001,2.767,27.681999,imagery/realsense_overhead/dish_1563563264/rgb.png
dish_1559843185,64.349998,161.0,0.514,15.219999,1.707,imagery/realsense_overhead/dish_1559843185/rgb.png
dish_1563389719,529.817993,457.0,29.358,21.484001,46.358997,imagery/realsense_overhead/dish_1563389719/rgb.png
dish_1559841870,114.972008,201.0,0.201,30.551998,0.804,imagery/realsense_overhead/dish_1559841870/rgb.png
dish_1558635546,60.839996,117.0,0.234,16.379999,0.351,imagery/realsense_overhead/dish_1558635546/rgb.png
dish_1559843222,111.269997,229.0,0.65,27.460001,2.183,imagery/realsense_overhead/dish_1559843222/rgb.png
dish_1558109945,74.360001,143.0,0.286,0.429,20.02,imagery/realsense_overhead/dish_1558109945/rgb.png
dish_1561405864,197.121201,106.0,5.344729,12.694054,23.070551,imagery/realsense_overhead/dish_1561405864/rgb.png
dish_1565020867,255.804886,325.0,6.230683,35.736317,13.901073,imagery/realsense_overhead/dish_1565020867/rgb.png
dish_1564773847,238.027573,161.0,15.737777,5.8212,17.603327,imagery/realsense_overhead/dish_1564773847/rgb.png
dish_1565711326,296.092896,285.0,10.290755,49.627357,3.009226,imagery/realsense_overhead/dish_1565711326/rgb.png
dish_1561576257,180.87999,134.0,10.321,20.493,2.411,imagery/realsense_overhead/dish_1561576257/rgb.png
dish_1562007739,28.6,65.0,1.365,2.795,2.08,imagery/realsense_overhead/dish_1562007739/rgb.png
dish_1563304301,190.950912,151.0,8.933062,23.621746,4.687849,imagery/realsense_overhead/dish_1563304301/rgb.png
dish_1563216689,235.208008,302.0,5.606515,13.58478,32.918709,imagery/realsense_overhead/dish_1563216689/rgb.png
dish_1561480391,64.409996,113.0,0.339,15.82,0.791,imagery/realsense_overhead/dish_1561480391/rgb.png
dish_1563389114,86.534439,148.0,4.405479,11.310716,2.577627,imagery/realsense_overhead/dish_1563389114/rgb.png
dish_1563813436,418.75946,242.0,25.918316,25.07654,22.035324,imagery/realsense_overhead/dish_1563813436/rgb.png
dish_1566847454,346.747437,210.0,16.620152,20.658922,27.281824,imagery/realsense_overhead/dish_1566847454/rgb.png
dish_1561060477,141.018997,105.0,3.918,22.055,4.912,imagery/realsense_overhead/dish_1561060477/rgb.png
dish_1562617446,291.190002,232.0,12.594,35.139999,11.216,imagery/realsense_overhead/dish_1562617446/rgb.png
dish_1558725829,278.307007,460.0,3.391,64.110001,8.453,imagery/realsense_overhead/dish_1558725829/rgb.png
dish_1565987269,119.654999,45.0,4.23,15.075001,5.04,imagery/realsense_overhead/dish_1565987269/rgb.png
dish_1560961012,191.699997,71.0,5.68,28.613001,6.6172,imagery/realsense_overhead/dish_1560961012/rgb.png
dish_1558027243,263.36499,163.0,12.797999,24.698,12.548,imagery/realsense_overhead/dish_1558027243/rgb.png
dish_1558636813,60.720001,88.0,0.176,15.84,0.616,imagery/realsense_overhead/dish_1558636813/rgb.png
dish_1562959517,91.140381,74.0,7.215058,5.974161,1.629955,imagery/realsense_overhead/dish_1562959517/rgb.png
dish_1561753168,245.501923,138.0,12.455622,5.432957,25.627535,imagery/realsense_overhead/dish_1561753168/rgb.png
dish_1564675411,235.531006,308.0,7.033,2.708,35.193001,imagery/realsense_overhead/dish_1564675411/rgb.png
dish_1566413321,14.030001,61.0,0.244,2.196,1.769,imagery/realsense_overhead/dish_1566413321/rgb.png
dish_1561746876,149.435959,84.0,7.581682,3.307017,15.599369,imagery/realsense_overhead/dish_1561746876/rgb.png
dish_1564775182,398.001526,277.0,26.036234,13.835518,27.54071,imagery/realsense_overhead/dish_1564775182/rgb.png
dish_1565194852,428.59549,759.0,5.04372,51.367619,40.800117,imagery/realsense_overhead/dish_1565194852/rgb.png
dish_1565204855,53.613285,105.0,1.343432,9.310905,3.515498,imagery/realsense_overhead/dish_1565204855/rgb.png
